"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",12/27/2017,,7722477.00,874953.00,1
"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",12/11/2017,"26537",7717948.00,873313.00,1
"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",12/8/2017,,7717020.00,872924.00,1
"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",12/9/2017,,7717019.00,872923.00,1
"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",12/26/2017,,7721971.00,874902.00,1
"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",1/15/2018,,7728579.00,877406.00,1
"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",12/11/2017,"26504",7718338.00,873415.00,1
"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",12/10/2017,,7717254.00,873068.00,1
"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",12/8/2017,,7716517.00,872728.00,1
"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",12/8/2017,"26336",7716586.00,872754.00,1
"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",12/8/2017,,7716970.00,872917.00,1
"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",12/8/2017,,7716972.00,872918.00,1
"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",12/8/2017,,7716994.00,872920.00,1
"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",12/8/2017,,7717003.00,872921.00,1
"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",12/8/2017,,7717011.00,872922.00,1
"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",12/11/2017,,7716962.00,872913.00,1
"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",12/11/2017,,7716964.00,872914.00,1
"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",12/11/2017,,7716965.00,872915.00,1
"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",12/8/2017,"26360",7717031.00,872937.00,1
"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",12/8/2017,"26365",7717032.00,872938.00,1
"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",12/8/2017,"26366",7717033.00,872939.00,1
"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",12/8/2017,"26367",7717034.00,872940.00,1
"SHI_WCDATE","SHI_DRIVERNAME","SHI_TRANNUMBER","AR_INVOICE#",12/8/2017,"26368",7717035.00,872941.00,1
